Date Time,Full Message,Template 1,Word 1,Conjunction,Template 2,Word 2,Gesture,Location,Umbrella Location,Appraisals
5/12/2022 20:17,"stone astrolabe, o stone astrolabe so to speak stone astrolabe, o stone astrolabe","[', o ']",stone astrolabe, so to speak ,"[', o ']",stone astrolabe,Rapture,Mountaintops of the Giants,Mountaintops of the Giants,281
5/12/2022 20:17,"first off, legs","['first off, ']",legs,,,,,Mountaintops of the Giants,Mountaintops of the Giants,112
5/12/2022 20:17,confusion required ahead,[' required ahead'],confusion,,,,,Mountaintops of the Giants,Mountaintops of the Giants,86
5/12/2022 20:17,"first off, don't you dare! and then time for do it!","['first off, ']",don't you dare!, and then ,['time for '],do it!,,Mountaintops of the Giants,Mountaintops of the Giants,15
5/12/2022 20:17,be wary of dog,['be wary of '],dog,,,,,Mountaintops of the Giants,Mountaintops of the Giants,7
5/12/2022 20:17,"first off, castle but could this be a dog?","['first off, ']",castle, but ,"['could this be a ', '?']",dog,Wait!,Mountaintops of the Giants,Mountaintops of the Giants,6
5/12/2022 20:17,offer seed,['offer '],seed,,,,Balled Up,Mountaintops of the Giants,Mountaintops of the Giants,4
5/12/2022 20:17,"behold, dog!","['behold, ', '!']",dog,,,,,Mountaintops of the Giants,Mountaintops of the Giants,1
5/12/2022 20:17,gorgeous view ahead,[' ahead'],gorgeous view,,,,,Mountaintops of the Giants,Mountaintops of the Giants,0
5/12/2022 20:29,"ahh, help me......, i want to go home......","['ahh, ', '...']",help me...,",",['...'],I want to go home…,Balled Up,Castle Sol,Mountaintops of the Giants,127
5/12/2022 20:29,rushing in ahead and then seek grace,[' ahead'],rushing in, and then ,['seek '],grace,Point Forwards,Castle Sol,Mountaintops of the Giants,127
5/12/2022 20:29,be wary of dastard,['be wary of '],dastard,,,,,Mountaintops of the Giants,Mountaintops of the Giants,3
5/12/2022 20:29,try right,['try '],right,,,,Point Forwards,Castle Sol,Mountaintops of the Giants,3
5/12/2022 20:29,slug ahead,[' ahead'],slug,,,,,Castle Sol,Mountaintops of the Giants,2
5/12/2022 20:29,why is it always up?,"['why is it always', '?']",up,,,,,Castle Sol,Mountaintops of the Giants,1
5/12/2022 20:29,try ranged battle,['try '],ranged battle,,,,Point Forwards,Castle Sol,Mountaintops of the Giants,0
5/12/2022 20:34,praise the erdtree!,['praise the '],erdtree,,,,The Ring,Castle Sol,Mountaintops of the Giants,5413
5/12/2022 20:34,ill-omened creature ahead therefore try look carefully,[' ahead'],ill-omened creature, therefore ,['try '],look carefully,Point Forwards,Castle Sol,Mountaintops of the Giants,40
5/12/2022 20:34,precious item ahead,[' ahead'],precious item,,,,Point Forwards,Castle Sol,Mountaintops of the Giants,18
5/12/2022 20:34,shortcut ahead,[' ahead'],shortcut,,,,,Castle Sol,Mountaintops of the Giants,10
5/12/2022 20:34,group ahead,[' ahead'],group,,,,,Castle Sol,Mountaintops of the Giants,8
5/12/2022 20:34,group ahead,[' ahead'],group,,,,Point Forwards,Castle Sol,Mountaintops of the Giants,8
5/12/2022 20:34,"strong foe, o strong foe","[', o ']",strong foe,,,,,Castle Sol,Mountaintops of the Giants,8
5/12/2022 20:34,"ahh, guard counter...","['ahh, ', '...']",guard counter,,,,,Castle Sol,Mountaintops of the Giants,3
5/12/2022 20:34,no item ahead,"['no ', ' ahead']",item,,,,,Castle Sol,Mountaintops of the Giants,1
5/12/2022 20:49,let there be fire but hole?,['let there be '],fire, but ,['?'],hole,,Castle Sol,Mountaintops of the Giants,50
5/12/2022 20:49,liar ahead,[' ahead'],liar,,,,,Castle Sol,Mountaintops of the Giants,16
5/12/2022 20:49,why is it always weak foe?,"['why is it always', '?']",weak foe,,,,,Castle Sol,Mountaintops of the Giants,3
5/12/2022 20:49,necessary item ahead,[' ahead'],necessary item,,,,Point Forwards,Castle Sol,Mountaintops of the Giants,2
5/12/2022 20:49,be wary of trio,['be wary of '],trio,,,,,Castle Sol,Mountaintops of the Giants,1
5/12/2022 20:49,message,,message,,,,,Castle Sol,Mountaintops of the Giants,1
5/12/2022 20:49,well done!,['!'],well done,,,,,Castle Sol,Mountaintops of the Giants,0
5/12/2022 20:49,i did it!!,['!'],i did it!,,,,,Castle Sol,Mountaintops of the Giants,0
5/12/2022 20:50,great tree ahead,[' ahead'],tree,,,,,Castle Sol,Mountaintops of the Giants,5
5/12/2022 20:50,time for precious item,['time for '],precious item,,,,,Castle Sol,Mountaintops of the Giants,1
6/12/2022 17:20,if only i had a friend...,"['if only I had a ', '...']",friend,,,,Dozing Cross-Legged,Mountaintops of the Giants,Mountaintops of the Giants,144
6/12/2022 17:20,"you don't have the right, o you don't have the right","[', o ']",you don't have the right,,,,,Volcano Manor,Mountaintops of the Giants,53
6/12/2022 17:20,let there be friend,['let there be '],friend,,,,,Mountaintops of the Giants,Mountaintops of the Giants,38
6/12/2022 17:20,sadness,,sadness,,,,,Volcano Manor,Mountaintops of the Giants,34
6/12/2022 17:20,be wary of corpse,['be wary of '],corpse,,,,,Mountaintops of the Giants,Mountaintops of the Giants,17
6/12/2022 17:20,"first off, beautiful...","['first off, ']",beautiful...,,,,,Volcano Manor,Mountaintops of the Giants,13
6/12/2022 17:20,dung ahead therefore try holy,[' ahead'],dung, therefore ,['try '],holy,Point Downwards,Mountaintops of the Giants,Mountaintops of the Giants,5
6/12/2022 17:20,"armor, giant",,armor,",",,giant,By My Sword,Volcano Manor,Mountaintops of the Giants,3
6/12/2022 17:20,bird ahead therefore try friend,[' ahead'],bird, therefore ,['try '],friend,Inner Order,Mountaintops of the Giants,Mountaintops of the Giants,3
6/12/2022 17:20,raptor ahead,[' ahead'],raptor,,,,,Mountaintops of the Giants,Mountaintops of the Giants,0
6/12/2022 17:25,praise the revenge!,['praise the '],revenge,,,,,Mountaintops of the Giants,Mountaintops of the Giants,194
6/12/2022 17:25,i did it!! but didn't expect futility...,['!'],i did it!, but ,"[""didn't expect "", '...']",futility,,Mountaintops of the Giants,Mountaintops of the Giants,89
6/12/2022 17:25,"ahh, revenge...","['ahh, ', '...']",revenge,,,,,Mountaintops of the Giants,Mountaintops of the Giants,78
6/12/2022 17:25,wraith ahead,[' ahead'],wraith,,,,Rallying Cry,Mountaintops of the Giants,Mountaintops of the Giants,16
6/12/2022 17:25,no item ahead,"['no ', ' ahead']",item,,,,,Mountaintops of the Giants,Mountaintops of the Giants,13
6/12/2022 17:25,confusion...,['...'],confusion,,,,,Mountaintops of the Giants,Mountaintops of the Giants,6
6/12/2022 17:25,strong foe ahead,[' ahead'],strong foe,,,,,Mountaintops of the Giants,Mountaintops of the Giants,5
6/12/2022 17:25,no horse ahead,"['no ', ' ahead']",horse,,,,,Mountaintops of the Giants,Mountaintops of the Giants,0
6/12/2022 17:25,offer friend,['offer '],friend,,,,,Stargazers' Ruins,Mountaintops of the Giants,0
6/12/2022 17:25,no horse ahead,"['no ', ' ahead']",horse,,,,,Stargazers' Ruins,Mountaintops of the Giants,0
6/12/2022 17:32,hidden path ahead therefore try gesturing,[' ahead'],hidden path, therefore ,['try '],gesturing,Fancy Spin,Stargazers' Ruins,Mountaintops of the Giants,370
6/12/2022 17:32,why is it always merchant?,"['why is it always', '?']",merchant,,,,Wave,Mountaintops of the Giants,Mountaintops of the Giants,122
6/12/2022 17:32,"ahh, too high up...","['ahh, ', '...']",too high up,,,,,Mountaintops of the Giants,Mountaintops of the Giants,12
6/12/2022 17:32,gorgeous view ahead,[' ahead'],gorgeous view,,,,Point Forwards,Mountaintops of the Giants,Mountaintops of the Giants,3
6/12/2022 17:32,sadness ahead,[' ahead'],sadness,,,,,Stargazers' Ruins,Mountaintops of the Giants,1
6/12/2022 17:32,time for elden ring,['time for '],elden ring,,,,Polite Bow,Mountaintops of the Giants,Mountaintops of the Giants,1
6/12/2022 17:32,"could this be a fort?, knight!","['could this be a ', '?']",fort,",",['!'],knight,Warm Welcome,Mountaintops of the Giants,Mountaintops of the Giants,1
6/12/2022 17:32,time for resignation,['time for '],resignation,,,,Dejection,Mountaintops of the Giants,Mountaintops of the Giants,0
6/12/2022 17:36,praise the well done!,['praise the '],well done,,,,,Mountaintops of the Giants,Mountaintops of the Giants,99
6/12/2022 17:36,don't you dare!,,don't you dare!,,,,,Mountaintops of the Giants,Mountaintops of the Giants,57
6/12/2022 17:36,didn't expect pair...,"[""didn't expect "", '...']",pair,,,,,Minor Erdtree,Mountaintops of the Giants,43
6/12/2022 17:36,"first off, tree and then didn't expect tree...","['first off, ']",tree, and then ,"[""didn't expect "", '...']",tree,Fancy Spin,Minor Erdtree,Mountaintops of the Giants,40
6/12/2022 17:36,why is it always tree?,"['why is it always', '?']",tree,,,,Spread Out,Mountaintops of the Giants,Mountaintops of the Giants,34
6/12/2022 17:36,"first off, i did it! but didn't expect chaos...","['first off, ']",i did it!, but ,"[""didn't expect "", '...']",chaos,Fancy Spin,Mountaintops of the Giants,Mountaintops of the Giants,32
6/12/2022 17:36,death...,['...'],death,,,,,Mountaintops of the Giants,Mountaintops of the Giants,23
6/12/2022 17:36,"pair ahead all the more ahh, here again…...",[' ahead'],pair, all the more ,"['ahh, ', '...']",here again…,Dejection,Minor Erdtree,Mountaintops of the Giants,15
6/12/2022 17:36,no hidden path ahead therefore no horse ahead,"['no ', ' ahead']",hidden path, therefore ,"['no ', ' ahead']",horse,,Mountaintops of the Giants,Mountaintops of the Giants,12
6/12/2022 17:36,seek fire,['seek '],fire,,,,Fire Spur Me,Mountaintops of the Giants,Mountaintops of the Giants,4
6/12/2022 17:42,precious item ahead therefore try up,[' ahead'],precious item, therefore ,['try '],up,Point Upwards,Minor Erdtree,Mountaintops of the Giants,240
6/12/2022 17:42,here!!,['!'],here!,,,,,Mountaintops of the Giants,Mountaintops of the Giants,159
6/12/2022 17:42,look carefully!,['!'],look carefully,,,,Point Forwards,Minor Erdtree,Mountaintops of the Giants,143
6/12/2022 17:42,up required ahead,[' required ahead'],up,,,,Point Upwards,Minor Erdtree,Mountaintops of the Giants,51
6/12/2022 17:42,time for fire,['time for '],fire,,,,,Minor Erdtree,Mountaintops of the Giants,27
6/12/2022 17:42,be wary of pair,['be wary of '],pair,,,,,Mountaintops of the Giants,Mountaintops of the Giants,20
6/12/2022 17:42,precious item ahead,[' ahead'],precious item,,,,Point Forwards,Minor Erdtree,Mountaintops of the Giants,7
6/12/2022 17:42,be wary of pair but why is it always great tree?,['be wary of '],pair, but ,"['why is it always', '?']",great tree,Dozing Cross-Legged,Mountaintops of the Giants,Mountaintops of the Giants,3
6/12/2022 17:42,dung ahead,[' ahead'],dung,,,,,Minor Erdtree,Mountaintops of the Giants,0
6/12/2022 17:44,praise the gorgeous view!,['praise the '],gorgeous view,,,,,Mountaintops of the Giants,Mountaintops of the Giants,563
6/12/2022 17:44,secret passage ahead,[' ahead'],secret passage,,,,Point Forwards,Mountaintops of the Giants,Mountaintops of the Giants,31
6/12/2022 17:44,try right and then try down,['try '],right, and then ,['try '],down,,Mountaintops of the Giants,Mountaintops of the Giants,27
6/12/2022 17:44,merchant ahead,[' ahead'],merchant,,,,Point Upwards,Mountaintops of the Giants,Mountaintops of the Giants,23
6/12/2022 17:44,merchant ahead,[' ahead'],merchant,,,,,Mountaintops of the Giants,Mountaintops of the Giants,23
6/12/2022 17:44,merchant ahead,[' ahead'],merchant,,,,Point Forwards,Mountaintops of the Giants,Mountaintops of the Giants,23
6/12/2022 17:44,ahead,,ahead,,,,,Mountaintops of the Giants,Mountaintops of the Giants,18
6/12/2022 17:44,liar ahead,[' ahead'],liar,,,,,Mountaintops of the Giants,Mountaintops of the Giants,16
6/12/2022 17:44,"night required ahead and then behold, precious item!",[' required ahead'],night, and then ,"['behold, ', '!']",precious item,Outer Order,Mountaintops of the Giants,Mountaintops of the Giants,10
6/12/2022 17:44,"first off, right","['first off, ']",right,,,,,Mountaintops of the Giants,Mountaintops of the Giants,2
6/12/2022 17:50,underground tomb ahead,[' ahead'],underground tomb,,,,,Flame Peak,Mountaintops of the Giants,922
6/12/2022 17:50,time for fingers,['time for '],fingers,,,,Point Upwards,Flame Peak,Mountaintops of the Giants,36
6/12/2022 17:50,merchant ahead all the more don't give up,[' ahead'],merchant, all the more ,,don't give up,,Mountaintops of the Giants,Mountaintops of the Giants,28
6/12/2022 17:50,praise the merchant!,['praise the '],merchant,,,,Heartening Cry,Mountaintops of the Giants,Mountaintops of the Giants,12
6/12/2022 17:50,"dung, key!",,dung,",",['!'],key,,Mountaintops of the Giants,Mountaintops of the Giants,5
6/12/2022 17:50,be wary of lover,['be wary of '],lover,,,,,Flame Peak,Mountaintops of the Giants,2
6/12/2022 17:50,if only i had a friend...,"['if only I had a ', '...']",friend,,,,Balled Up,Flame Peak,Mountaintops of the Giants,1
6/12/2022 17:50,if only i had a tail...,"['if only I had a ', '...']",tail,,,,,Flame Peak,Mountaintops of the Giants,0
6/12/2022 17:56,be wary of fingers,['be wary of '],fingers,,,,Point Downwards,Flame Peak,Mountaintops of the Giants,75
6/12/2022 17:56,be wary of dark,['be wary of '],dark,,,,,Flame Peak,Mountaintops of the Giants,49
6/12/2022 17:56,why is it always fingers?,"['why is it always', '?']",fingers,,,,,Flame Peak,Mountaintops of the Giants,17
6/12/2022 17:56,dashing through required ahead,[' required ahead'],dashing through,,,,Point Forwards,Flame Peak,Mountaintops of the Giants,17
6/12/2022 17:56,don't give up!,['!'],don't give up,,,,By My Sword,Flame Peak,Mountaintops of the Giants,17
6/12/2022 17:56,"strong foe ahead, visions of flower...",[' ahead'],strong foe,",","['visions of ', '...']",flower,,Flame Peak,Mountaintops of the Giants,12
6/12/2022 17:56,still no precious item... all the more let there be clear sky,"['still no ', '...']",precious item, all the more ,['let there be '],clear sky,,Flame Peak,Mountaintops of the Giants,3
6/12/2022 17:56,giant sort ahead,[' ahead'],giant sort,,,,,Flame Peak,Mountaintops of the Giants,0
6/12/2022 17:56,decoy ahead,[' ahead'],decoy,,,,Wait!,Flame Peak,Mountaintops of the Giants,0
6/12/2022 18:03,"ahh, light... in short luring out!","['ahh, ', '...']",light, in short ,['!'],luring out,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,27
6/12/2022 18:03,seek down,['seek '],down,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,26
6/12/2022 18:03,be wary of right,['be wary of '],right,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,9
6/12/2022 18:03,hidden path ahead,[' ahead'],hidden path,,,,Golden Order Totality,Giant-Conquering Hero's Grave,Mountaintops of the Giants,7
6/12/2022 18:03,item,,item,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,7
6/12/2022 18:03,if only i had a sacrifice...,"['if only I had a ', '...']",sacrifice,,,,Desperate Prayer,Giant-Conquering Hero's Grave,Mountaintops of the Giants,3
6/12/2022 18:03,something incredible ahead,[' ahead'],something incredible,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,0
6/12/2022 18:11,try light,['try '],light,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,72
6/12/2022 18:11,pack ahead,[' ahead'],pack,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,68
6/12/2022 18:11,try projectile weapon,['try '],projectile weapon,,,,Point Forwards,Giant-Conquering Hero's Grave,Mountaintops of the Giants,26
6/12/2022 18:11,try lift by the way up!,['try '],lift, by the way ,['!'],up,Point Upwards,Giant-Conquering Hero's Grave,Mountaintops of the Giants,26
6/12/2022 18:11,be wary of enemy,['be wary of '],enemy,,,,Reverential Bow,Giant-Conquering Hero's Grave,Mountaintops of the Giants,15
6/12/2022 18:11,why is it always lift?,"['why is it always', '?']",lift,,,,Point Upwards,Giant-Conquering Hero's Grave,Mountaintops of the Giants,8
6/12/2022 18:11,liar ahead,[' ahead'],liar,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,5
6/12/2022 18:11,hole ahead,[' ahead'],hole,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,1
6/12/2022 18:11,try jumping,['try '],jumping,,,,Point Downwards,Giant-Conquering Hero's Grave,Mountaintops of the Giants,0
6/12/2022 18:11,if only i had a bright spot...,"['if only I had a ', '...']",bright spot,,,,Point Upwards,Giant-Conquering Hero's Grave,Mountaintops of the Giants,0
6/12/2022 18:16,"ahh, rump... therefore offer pickle","['ahh, ', '...']",rump, therefore ,['offer '],pickle,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,144
6/12/2022 18:16,try ladder in short be wary of right,['try '],ladder, in short ,['be wary of '],right,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,73
6/12/2022 18:16,"you don't have the right, o you don't have the right, you don't have the right, o you don't have the right","[', o ']",you don't have the right,",","[', o ']",you don't have the right,Grovel for Mercy,Giant-Conquering Hero's Grave,Mountaintops of the Giants,40
6/12/2022 18:16,lever required ahead,[' required ahead'],lever,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,19
6/12/2022 18:16,help me...!,['!'],help me...,,,,Balled Up,Giant-Conquering Hero's Grave,Mountaintops of the Giants,17
6/12/2022 18:16,didn't expect weak foe...,"[""didn't expect "", '...']",weak foe,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,6
6/12/2022 18:16,parrying required ahead,[' required ahead'],parrying,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,5
6/12/2022 18:16,try down,['try '],down,,,,Point Downwards,Giant-Conquering Hero's Grave,Mountaintops of the Giants,4
6/12/2022 18:16,weak foe ahead,[' ahead'],weak foe,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,1
6/12/2022 18:16,"time for vigor, time for bravery",['time for '],vigor,",",['time for '],bravery,Dejection,Giant-Conquering Hero's Grave,Mountaintops of the Giants,1
6/12/2022 18:28,bug ahead,[' ahead'],bug,,,,Point Downwards,Giant-Conquering Hero's Grave,Mountaintops of the Giants,114
6/12/2022 18:28,"snake?, snake!",['?'],snake,",",['!'],snake,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,47
6/12/2022 18:28,seems familiar...!,['...'],seems familiar…,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,43
6/12/2022 18:28,praise the running!,['praise the '],running,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,33
6/12/2022 18:28,why is it always death?,"['why is it always', '?']",death,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,24
6/12/2022 18:28,fingers ahead,[' ahead'],fingers,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,11
6/12/2022 18:28,snake ahead,[' ahead'],snake,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,10
6/12/2022 18:28,"ahh, fear...","['ahh, ', '...']",fear,,,,,Giant-Conquering Hero's Grave,Mountaintops of the Giants,2
6/12/2022 18:28,"behold, ladder!","['behold, ', '!']",ladder,,,,Outer Order,Giant-Conquering Hero's Grave,Mountaintops of the Giants,0
6/12/2022 18:40,lovable sort ahead in short try friendship,[' ahead'],lovable sort, in short ,['try '],friendship,Point Forwards,Coastal Cave,Limgrave,79
6/12/2022 18:40,time for light,['time for '],light,,,,Warm Welcome,Limgrave,Limgrave,35
6/12/2022 18:40,praise the crab!,['praise the '],crab,,,,,Limgrave,Limgrave,12
6/12/2022 18:40,time for friend,['time for '],friend,,,,,Limgrave,Limgrave,12
6/12/2022 18:40,didn't expect rump...,"[""didn't expect "", '...']",rump,,,,,Limgrave,Limgrave,11
6/12/2022 18:40,try left,['try '],left,,,,,Limgrave,Limgrave,4
6/12/2022 18:40,be wary of dog,['be wary of '],dog,,,,,Limgrave,Limgrave,0
6/12/2022 18:40,cave ahead,[' ahead'],cave,,,,Point Forwards,Limgrave,Limgrave,0
6/12/2022 18:40,cave ahead,[' ahead'],cave,,,,,Limgrave,Limgrave,0
6/12/2022 18:46,"first off, target lock","['first off, ']",target lock,,,,Wait!,Coastal Cave,Limgrave,80
6/12/2022 18:46,"try love, seek friendship",['try '],love,",",['seek '],friendship,Prayer,Coastal Cave,Limgrave,69
6/12/2022 18:46,weak foe but bloodstain?,,weak foe, but ,['?'],bloodstain,Nod In Thought,Coastal Cave,Limgrave,34
6/12/2022 18:46,"behold, grass!","['behold, ', '!']",grass,,,,,Coastal Cave,Limgrave,26
6/12/2022 18:46,be wary of look carefully,['be wary of '],look carefully,,,,Point Downwards,Coastal Cave,Limgrave,9
6/12/2022 18:46,"time for death, revenge, o revenge",['time for '],death,",","[', o ']",revenge,Dejection,Coastal Cave,Limgrave,5
6/12/2022 18:46,time for precious item,['time for '],precious item,,,,,Roundtable Hold,Miscellaneous,4
6/12/2022 18:46,be wary of ahead,['be wary of '],ahead,,,,,Coastal Cave,Limgrave,2
6/12/2022 18:46,seek bright spot therefore time for message,['seek '],bright spot, therefore ,['time for '],message,,Coastal Cave,Limgrave,0
6/12/2022 18:47,"first off, i did it! by the way why is it always taking on all at once?","['first off, ']",i did it!, by the way ,"['why is it always', '?']",taking on all at once,Dejection,Coastal Cave,Limgrave,1654
6/12/2022 18:47,if only i had a giant... but hole...,"['if only I had a ', '...']",giant, but ,['...'],hole,Dejection,Coastal Cave,Limgrave,61
6/12/2022 18:47,why is it always dog?,"['why is it always', '?']",dog,,,,,Coastal Cave,Limgrave,30
6/12/2022 18:47,rump ahead,[' ahead'],rump,,,,,Coastal Cave,Limgrave,22
6/12/2022 18:47,"behold, despair!","['behold, ', '!']",pair,,,,,Coastal Cave,Limgrave,10
6/12/2022 18:47,church ahead,[' ahead'],church,,,,,Coastal Cave,Limgrave,10
6/12/2022 18:47,monstrosity?,['?'],monstrosity,,,,,Coastal Cave,Limgrave,0
6/12/2022 18:47,"ahh, rain...","['ahh, ', '...']",rain,,,,Dejection,Coastal Cave,Limgrave,0
6/12/2022 18:50,high road ahead,[' ahead'],high road,,,,Point Forwards,Coastal Cave,Limgrave,25
6/12/2022 18:50,praise the tree!,['praise the '],tree,,,,Point Upwards,Limgrave,Limgrave,22
6/12/2022 18:50,be wary of warrior,['be wary of '],warrior,,,,,Limgrave,Limgrave,20
6/12/2022 18:50,likely dragon,['likely '],dragon,,,,,Church of Dragon Communion,Limgrave,11
6/12/2022 18:50,beautiful......,['...'],beautiful...,,,,Spread Out,Limgrave,Limgrave,8
6/12/2022 18:50,try church,['try '],church,,,,,Limgrave,Limgrave,5
6/12/2022 18:50,dog?,['?'],dog,,,,,Limgrave,Limgrave,4
6/12/2022 18:50,strong foe!,['!'],strong foe,,,,,Coastal Cave,Limgrave,3
6/12/2022 18:50,"ahh, crab..., crab, o crab","['ahh, ', '...']",crab,",","[', o ']",crab,Prayer,Limgrave,Limgrave,1
6/12/2022 18:50,i've failed…,['...'],i've failed...,,,,,Limgrave,Limgrave,0
6/12/2022 18:52,"try jump attack, bug!",['try '],jump attack,",",[' ahead'],bug,Point Forwards,Limgrave,Limgrave,31
6/12/2022 18:52,secret ahead,[' ahead'],secret,,,,,Limgrave,Limgrave,12
6/12/2022 18:52,stars,,stars,,,,,Church of Dragon Communion,Limgrave,9
6/12/2022 18:52,visions of bliss...,"['visions of ', '...']",bliss,,,,,Church of Dragon Communion,Limgrave,7
6/12/2022 18:52,gorgeous view ahead,[' ahead'],gorgeous view,,,,,Limgrave,Limgrave,5
6/12/2022 18:52,why is it always beautiful...?,"['why is it always', '?']",beautiful...,,,,,Limgrave,Limgrave,3
6/12/2022 18:52,still no head...,"['still no ', '...']",head,,,,,Church of Dragon Communion,Limgrave,2
6/12/2022 18:52,visions of birdseye telescope...,"['visions of ', '...']",bird,,,,,Limgrave,Limgrave,2
6/12/2022 18:52,"praise the gorgeous view!, tarnished!",['praise the '],gorgeous view,",",['!'],tarnished,Rest,Limgrave,Limgrave,0
6/12/2022 18:52,why is it always rump?,"['why is it always', '?']",rump,,,,,Limgrave,Limgrave,0
6/12/2022 18:53,"first off, dog","['first off, ']",dog,,,,,Limgrave,Limgrave,28
6/12/2022 18:53,jumping off required ahead and then seek underground tomb,[' required ahead'],jumping off, and then ,['seek '],underground tomb,,Limgrave,Limgrave,25
6/12/2022 18:53,"ahh, lovable sort..., ahh, bird...","['ahh, ', '...']",lovable sort,",","['ahh, ', '...']",bird,Rest,Limgrave,Limgrave,23
6/12/2022 18:53,visions of dog...,"['visions of ', '...']",dog,,,,,Limgrave,Limgrave,21
6/12/2022 18:53,jumping required ahead,[' required ahead'],jumping,,,,,Limgrave,Limgrave,20
6/12/2022 18:53,"behold, life!","['behold, ', '!']",life,,,,,Limgrave,Limgrave,11
6/12/2022 18:53,enemy ahead,[' ahead'],enemy,,,,,Limgrave,Limgrave,6
6/12/2022 18:53,hidden path ahead,[' ahead'],hidden path,,,,Point Downwards,Limgrave,Limgrave,2
6/12/2022 18:53,"ahh, lovable sort...","['ahh, ', '...']",lovable sort,,,,,Limgrave,Limgrave,1
6/12/2022 19:02,didn't expect something incredible...,"[""didn't expect "", '...']",something incredible,,,,,Fringefolk Hero's Grave,Limgrave,8
6/12/2022 19:02,if only i had a friend...,"['if only I had a ', '...']",friend,,,,,Forlorn Hound Evergaol,Limgrave,7
6/12/2022 19:02,try parrying,['try '],parrying,,,,,Forlorn Hound Evergaol,Limgrave,5
6/12/2022 19:02,down required ahead,[' required ahead'],down,,,,,Fringefolk Hero's Grave,Limgrave,5
6/12/2022 19:02,why is it always precious item?,"['why is it always', '?']",precious item,,,,,Fringefolk Hero's Grave,Limgrave,4
6/12/2022 19:02,try friend,['try '],friend,,,,,Forlorn Hound Evergaol,Limgrave,3
6/12/2022 19:02,be wary of blood loss,['be wary of '],blood loss,,,,,Forlorn Hound Evergaol,Limgrave,3
6/12/2022 19:02,well done! or seek up,['!'],well done, or ,['seek '],up,Point Upwards,Fringefolk Hero's Grave,Limgrave,3
6/12/2022 19:02,try luring out,['try '],luring out,,,,,Fringefolk Hero's Grave,Limgrave,2
6/12/2022 19:06,"first off, luring out","['first off, ']",luring out,,,,,Fringefolk Hero's Grave,Limgrave,63
6/12/2022 19:06,"ahh, opportunity..., could this be a confusion?","['ahh, ', '...']",opportunity,",","['could this be a ', '?']",confusion,Point Upwards,Fringefolk Hero's Grave,Limgrave,36
6/12/2022 19:06,well done!,['!'],well done,,,,,Fringefolk Hero's Grave,Limgrave,18
6/12/2022 19:06,praise the i did it!!,['praise the '],i did it!,,,,,Fringefolk Hero's Grave,Limgrave,13
6/12/2022 19:06,offer rump,['offer '],rump,,,,,Fringefolk Hero's Grave,Limgrave,4
6/12/2022 19:06,time for do it!,['time for '],do it!,,,,,Fringefolk Hero's Grave,Limgrave,2
6/12/2022 19:06,"behold, weak foe!","['behold, ', '!']",weak foe,,,,,Fringefolk Hero's Grave,Limgrave,2
6/12/2022 19:06,didn't expect bug...,"[""didn't expect "", '...']",bug,,,,,Fringefolk Hero's Grave,Limgrave,0
6/12/2022 19:13,skinny sort required ahead,[' required ahead'],skinny sort,,,,Point Forwards,Fringefolk Hero's Grave,Limgrave,112
6/12/2022 19:13,liar ahead,[' ahead'],liar,,,,,Fringefolk Hero's Grave,Limgrave,24
6/12/2022 19:13,dark spot ahead,[' ahead'],dark spot,,,,,Groveside Cave,Limgrave,11
6/12/2022 19:13,try bow,['try '],bow,,,,,Groveside Cave,Limgrave,11
6/12/2022 19:13,likely wolf,['likely '],wolf,,,,,Groveside Cave,Limgrave,9
6/12/2022 19:13,lovable sort!,['!'],lovable sort,,,,,Fringefolk Hero's Grave,Limgrave,8
6/12/2022 19:13,i did it! all the more friend!,,i did it!, all the more ,['!'],friend,,Fringefolk Hero's Grave,Limgrave,5
6/12/2022 19:13,try luring out,['try '],luring out,,,,,Groveside Cave,Limgrave,5
6/12/2022 19:13,monster!,['!'],monster,,,,,Fringefolk Hero's Grave,Limgrave,1
6/12/2022 19:13,dog ahead,[' ahead'],dog,,,,,Groveside Cave,Limgrave,1
